from_place,Destination,Travel_Mode,Accommodation_Type,Food_Preference,Activity,Purpose,Travel_Duration_Days,Season,Month,Group_Size,Distance_in_km,Specific_Interests,Discounts_Offers,Destination_Popularity,Cost_Transportation,Cost_Accommodation,Cost_Food,Cost_Activities,Age_Group,Income_Level,Budget
Bangalore,Bangalore,Flight,Homestay,Budget Meals,Cultural Events,Adventure,13,Winter,April,4,2467,Religious Sites,Travel Discounts,High,4543,16891,2848,1304,Adult,Middle,19659
Bangalore,Bangalore,Bus,Hostel,Non-Vegetarian,Trekking,Pilgrimage,9,Monsoon,October,5,516,Historical Sites,Airline Miles,High,8655,2670,4723,8048,Senior,Low,16994
Bangalore,Kerala,Flight,Resort,Vegetarian,Trekking,Leisure,13,Monsoon,February,5,392,Shopping,None,High,12975,18612,4625,5247,Senior,High,48282
Mumbai,Goa,Flight,Resort,Local Cuisine,Shopping,Work,5,Monsoon,September,5,1004,Religious Sites,Hotel Membership,High,7861,16542,3123,8254,Senior,Low,12880
Delhi,Rajasthan,Train,Resort,Vegetarian,Shopping,Adventure,4,Winter,March,5,2096,Wildlife,Travel Discounts,Medium,10479,16634,909,4876,Youth,High,47464
Delhi,Shimla,Train,Hotel,Local Cuisine,Sightseeing,Adventure,4,Winter,August,5,2680,Religious Sites,Hotel Membership,Medium,10519,14046,1988,5298,Senior,Low,28239
Bangalore,Bangalore,Car,Homestay,Budget Meals,Cultural Events,Work,14,Autumn,January,3,1905,Historical Sites,None,High,3618,12651,2491,7162,Adult,High,22355
Delhi,Jaipur,Train,Hotel,Non-Vegetarian,Shopping,Adventure,11,Winter,July,2,1108,Beaches,Travel Discounts,Low,14648,3077,1230,5413,Youth,Low,37886
Bangalore,Kerala,Train,Homestay,Non-Vegetarian,Trekking,Adventure,4,Autumn,December,4,51,Beaches,Travel Discounts,Low,1359,6425,3451,5061,Adult,Middle,20246
Delhi,Rajasthan,Bus,Hotel,Vegetarian,Cultural Events,Pilgrimage,13,Monsoon,May,1,2373,Historical Sites,Airline Miles,Medium,10741,18637,4977,1185,Senior,High,7068
Mumbai,Goa,Car,Resort,Non-Vegetarian,Sightseeing,Pilgrimage,4,Autumn,September,1,977,Religious Sites,Airline Miles,Low,7485,19007,4107,5605,Senior,Middle,34022
Bangalore,Bangalore,Bus,Hotel,Local Cuisine,Shopping,Pilgrimage,8,Winter,February,5,602,Shopping,None,High,2153,16547,1143,7421,Senior,High,48247
Mumbai,Goa,Train,Resort,Non-Vegetarian,Cultural Events,Pilgrimage,6,Summer,February,5,2422,Adventure Sports,None,High,10734,19756,2966,2726,Adult,High,31921
Bangalore,Bangalore,Bus,Hostel,Vegetarian,Shopping,Adventure,9,Autumn,July,4,1731,Religious Sites,Hotel Membership,Medium,9028,15519,3284,9306,Youth,High,49722
Kolkata,Varanasi,Bus,Homestay,Non-Vegetarian,Trekking,Leisure,9,Monsoon,May,4,1611,Religious Sites,Travel Discounts,Medium,10890,12371,2375,1379,Youth,High,13575
Kolkata,Kolkata,Train,Hostel,Vegetarian,Trekking,Work,7,Autumn,August,6,2739,Religious Sites,Travel Discounts,High,2295,6795,2801,2137,Youth,Middle,16864
Delhi,Jaipur,Bus,Resort,Vegetarian,Sightseeing,Leisure,4,Autumn,August,6,2075,Historical Sites,Hotel Membership,High,12768,14387,2655,3188,Senior,Middle,36102
Bangalore,Kerala,Train,Hotel,Non-Vegetarian,Sightseeing,Work,11,Autumn,June,2,1811,Wildlife,Airline Miles,Medium,9422,6728,3037,2595,Youth,High,21464
Delhi,Jaipur,Train,Homestay,Local Cuisine,Shopping,Pilgrimage,3,Autumn,May,3,2723,Shopping,Airline Miles,High,3292,7342,1762,7831,Adult,High,7060
Bangalore,Bangalore,Car,Hotel,Budget Meals,Cultural Events,Adventure,15,Monsoon,November,6,2829,Beaches,Airline Miles,Medium,6793,1413,4947,1495,Youth,High,18518
Kolkata,Kolkata,Train,Hotel,Local Cuisine,Shopping,Work,3,Summer,June,6,2283,Wildlife,None,Low,13907,4402,4716,1632,Senior,Middle,30337
Kolkata,Varanasi,Car,Homestay,Vegetarian,Cultural Events,Pilgrimage,5,Monsoon,November,3,1121,Historical Sites,None,Low,11150,8125,4189,9551,Youth,Low,23274
Delhi,Shimla,Train,Hotel,Non-Vegetarian,Relaxation,Adventure,11,Monsoon,September,6,1631,Shopping,Travel Discounts,Low,3176,16707,1357,4993,Adult,High,38586
Delhi,Rajasthan,Bus,Resort,Non-Vegetarian,Sightseeing,Leisure,14,Autumn,December,3,766,Beaches,Airline Miles,High,4903,19612,1345,2973,Youth,High,44204
Delhi,Jaipur,Car,Hotel,Budget Meals,Trekking,Work,5,Winter,December,5,2331,Beaches,Airline Miles,High,1034,1533,1016,9052,Adult,Middle,38887
Kolkata,Kolkata,Car,Hotel,Vegetarian,Sightseeing,Adventure,14,Winter,September,1,1260,Religious Sites,Hotel Membership,Low,4997,3786,4680,1276,Adult,Middle,30312
Kolkata,Kolkata,Train,Hostel,Local Cuisine,Shopping,Adventure,12,Winter,January,1,863,Religious Sites,Hotel Membership,Low,7212,15337,1110,5929,Youth,High,25735
Mumbai,Goa,Car,Resort,Budget Meals,Cultural Events,Pilgrimage,4,Autumn,June,3,404,Adventure Sports,None,Low,14401,9810,4345,1187,Senior,High,9838
Mumbai,Goa,Bus,Hostel,Budget Meals,Cultural Events,Work,7,Autumn,September,6,2374,Religious Sites,Travel Discounts,Low,9520,19538,1469,8241,Senior,High,41304
Kolkata,Varanasi,Flight,Homestay,Vegetarian,Shopping,Adventure,5,Winter,October,4,1594,Beaches,Hotel Membership,Low,9552,19917,2030,6728,Youth,Middle,28790
Bangalore,Kerala,Flight,Homestay,Non-Vegetarian,Sightseeing,Adventure,8,Monsoon,February,4,2043,Shopping,Travel Discounts,High,13846,3445,1291,9377,Senior,High,26994
Delhi,Jaipur,Train,Homestay,Vegetarian,Relaxation,Adventure,5,Summer,March,2,2520,Wildlife,Hotel Membership,Low,7003,9729,1580,2224,Senior,Middle,33556
Mumbai,Mumbai,Bus,Resort,Vegetarian,Shopping,Adventure,15,Winter,October,2,567,Historical Sites,None,Medium,4597,12212,3858,5007,Youth,Middle,38147
Delhi,Rajasthan,Train,Hostel,Local Cuisine,Cultural Events,Work,11,Monsoon,December,3,70,Religious Sites,Travel Discounts,High,3232,14752,1093,6881,Senior,Middle,15679
Mumbai,Goa,Car,Hotel,Vegetarian,Shopping,Leisure,4,Monsoon,January,5,779,Shopping,None,High,13187,12885,2362,7718,Youth,High,12613
Delhi,Rajasthan,Train,Hotel,Vegetarian,Cultural Events,Leisure,15,Monsoon,November,1,68,Shopping,Hotel Membership,Medium,4719,5615,4775,8173,Adult,High,33192
Delhi,Jaipur,Train,Resort,Local Cuisine,Trekking,Pilgrimage,7,Autumn,December,1,2607,Beaches,None,Medium,1743,6037,3381,9699,Senior,High,35947
Kolkata,Kolkata,Train,Hostel,Vegetarian,Cultural Events,Pilgrimage,6,Monsoon,September,2,1431,Wildlife,None,Medium,8336,7349,4988,4088,Senior,Middle,28589
Mumbai,Mumbai,Train,Homestay,Non-Vegetarian,Shopping,Work,9,Autumn,March,5,244,Historical Sites,Travel Discounts,Medium,11156,11995,3387,1811,Adult,Middle,46328
Delhi,Rajasthan,Train,Hostel,Vegetarian,Relaxation,Leisure,11,Winter,January,4,2626,Shopping,None,Medium,13761,17630,3677,2052,Senior,High,26843
Mumbai,Goa,Train,Homestay,Local Cuisine,Cultural Events,Adventure,3,Winter,July,6,2593,Adventure Sports,None,Low,3215,6971,4085,5640,Senior,Middle,16609
Mumbai,Goa,Flight,Hostel,Budget Meals,Sightseeing,Leisure,8,Summer,December,2,1471,Shopping,Hotel Membership,Medium,2636,15514,2066,2615,Adult,High,12274
Delhi,Jaipur,Flight,Homestay,Local Cuisine,Sightseeing,Work,13,Winter,July,3,2825,Shopping,None,Medium,3065,2029,2257,7519,Youth,High,9309
Bangalore,Bangalore,Bus,Hotel,Vegetarian,Relaxation,Pilgrimage,13,Summer,November,3,2570,Adventure Sports,Airline Miles,Medium,7355,3315,772,1471,Adult,Middle,45201
Bangalore,Bangalore,Flight,Hotel,Budget Meals,Relaxation,Adventure,11,Autumn,December,4,2005,Shopping,Airline Miles,High,11849,7351,2867,5525,Senior,High,8852
Delhi,Shimla,Train,Hotel,Vegetarian,Cultural Events,Adventure,10,Monsoon,June,1,942,Historical Sites,Hotel Membership,High,7408,7017,2841,2232,Adult,High,29705
Mumbai,Mumbai,Train,Hotel,Non-Vegetarian,Relaxation,Work,6,Monsoon,February,1,112,Shopping,None,Low,10105,14566,4681,4649,Youth,Low,19504
Delhi,Rajasthan,Flight,Hotel,Budget Meals,Cultural Events,Adventure,6,Winter,May,6,1420,Wildlife,None,Low,13074,14877,3053,3244,Adult,Low,13918
Delhi,Delhi,Train,Resort,Non-Vegetarian,Sightseeing,Work,10,Summer,February,3,1942,Shopping,None,Medium,14792,6311,2348,9523,Youth,Low,29251
Delhi,Delhi,Car,Hostel,Vegetarian,Relaxation,Work,4,Winter,September,5,2052,Wildlife,Travel Discounts,Low,7085,11889,1168,5627,Senior,High,28106
Kolkata,Varanasi,Car,Hostel,Vegetarian,Cultural Events,Leisure,14,Summer,August,5,2914,Wildlife,Airline Miles,Medium,6434,11190,937,2072,Senior,Low,8299
Delhi,Rajasthan,Car,Hostel,Vegetarian,Sightseeing,Work,11,Monsoon,September,2,2611,Shopping,Hotel Membership,Medium,5567,7927,1578,9099,Senior,Low,19008
Bangalore,Kerala,Car,Homestay,Non-Vegetarian,Sightseeing,Work,14,Winter,March,1,2647,Adventure Sports,Airline Miles,Medium,9159,12769,1541,2191,Youth,Middle,46110
Delhi,Delhi,Flight,Hostel,Vegetarian,Cultural Events,Pilgrimage,3,Autumn,April,1,2844,Shopping,Travel Discounts,Medium,10577,4144,4901,4174,Youth,Low,31683
Mumbai,Goa,Train,Hotel,Budget Meals,Sightseeing,Adventure,7,Winter,March,5,2224,Historical Sites,None,Medium,7420,6315,1735,9797,Youth,Low,29780
Bangalore,Kerala,Car,Resort,Vegetarian,Relaxation,Leisure,8,Monsoon,July,4,1936,Beaches,Travel Discounts,Medium,1990,10935,2850,4673,Adult,High,31598
Mumbai,Goa,Car,Resort,Budget Meals,Trekking,Pilgrimage,12,Summer,October,4,1458,Shopping,Airline Miles,High,7313,5413,4054,2424,Youth,Middle,17357
Delhi,Rajasthan,Bus,Hostel,Budget Meals,Trekking,Pilgrimage,13,Monsoon,May,6,669,Wildlife,Travel Discounts,Low,4933,11195,1193,9853,Senior,Middle,41359
Mumbai,Mumbai,Train,Hostel,Local Cuisine,Trekking,Work,14,Summer,June,6,285,Beaches,Airline Miles,High,12573,12987,4833,8683,Adult,Low,23463
Delhi,Shimla,Bus,Homestay,Budget Meals,Cultural Events,Pilgrimage,10,Autumn,October,6,1148,Adventure Sports,Hotel Membership,Medium,12929,17475,3631,1541,Adult,Low,26680
Mumbai,Mumbai,Train,Hotel,Non-Vegetarian,Shopping,Pilgrimage,8,Winter,October,3,2582,Adventure Sports,Hotel Membership,Low,7247,14011,2974,7818,Youth,Low,6450
Delhi,Delhi,Flight,Resort,Local Cuisine,Trekking,Work,8,Monsoon,March,4,551,Shopping,Travel Discounts,Medium,13726,11378,3030,3997,Senior,Low,43568
Kolkata,Varanasi,Car,Hostel,Budget Meals,Trekking,Leisure,13,Winter,August,5,1509,Historical Sites,None,Medium,6215,6125,2213,6443,Senior,Middle,6184
Delhi,Rajasthan,Car,Resort,Local Cuisine,Shopping,Adventure,3,Summer,November,2,2704,Adventure Sports,Travel Discounts,High,10458,15089,3779,5807,Adult,Low,12368
Delhi,Delhi,Car,Hotel,Vegetarian,Shopping,Leisure,13,Monsoon,March,4,2249,Adventure Sports,Airline Miles,Low,3919,5195,1038,5565,Youth,Middle,8056
Kolkata,Varanasi,Train,Hotel,Budget Meals,Sightseeing,Pilgrimage,6,Winter,April,4,2217,Beaches,Travel Discounts,Medium,6751,6051,4744,6902,Youth,High,42595
Mumbai,Goa,Train,Resort,Non-Vegetarian,Shopping,Work,14,Monsoon,November,6,923,Beaches,Airline Miles,Medium,6957,16521,2319,6300,Youth,Low,29479
Delhi,Delhi,Car,Resort,Vegetarian,Relaxation,Pilgrimage,3,Winter,January,5,1930,Religious Sites,Airline Miles,High,2616,1463,4525,2542,Youth,Middle,35771
Bangalore,Kerala,Bus,Hostel,Non-Vegetarian,Sightseeing,Adventure,13,Monsoon,September,3,1698,Adventure Sports,Airline Miles,Low,3502,5641,1822,8828,Youth,High,46305
Bangalore,Kerala,Bus,Homestay,Non-Vegetarian,Shopping,Work,14,Summer,March,6,1498,Religious Sites,None,High,14649,16688,2504,1592,Senior,Low,48581
Delhi,Jaipur,Flight,Homestay,Budget Meals,Cultural Events,Pilgrimage,4,Autumn,November,3,988,Shopping,None,Medium,3859,14149,969,8834,Adult,High,20487
Kolkata,Kolkata,Train,Resort,Local Cuisine,Cultural Events,Leisure,8,Winter,June,3,1079,Shopping,Travel Discounts,Medium,2179,3539,3303,5905,Adult,Middle,23143
Mumbai,Goa,Flight,Resort,Non-Vegetarian,Relaxation,Pilgrimage,10,Monsoon,March,1,2004,Historical Sites,None,Low,11682,17257,1287,2727,Senior,High,40856
Bangalore,Kerala,Train,Homestay,Vegetarian,Trekking,Work,15,Autumn,August,5,2370,Historical Sites,Airline Miles,Medium,8927,8580,1154,3537,Youth,Middle,33180
Kolkata,Kolkata,Flight,Resort,Local Cuisine,Relaxation,Adventure,13,Monsoon,April,6,901,Historical Sites,Hotel Membership,High,1505,17793,3243,3476,Youth,Low,40697
Delhi,Rajasthan,Flight,Hostel,Vegetarian,Relaxation,Leisure,8,Autumn,July,3,1208,Religious Sites,Travel Discounts,Medium,7482,11032,3032,9425,Senior,Middle,6541
Kolkata,Varanasi,Car,Homestay,Budget Meals,Relaxation,Adventure,7,Summer,July,3,1797,Adventure Sports,Hotel Membership,Low,4614,16409,2131,1116,Senior,High,10834
Kolkata,Kolkata,Bus,Resort,Non-Vegetarian,Cultural Events,Adventure,4,Monsoon,March,5,2900,Adventure Sports,Travel Discounts,High,3936,13058,3365,2304,Youth,High,12203
Delhi,Rajasthan,Car,Resort,Non-Vegetarian,Cultural Events,Pilgrimage,6,Monsoon,September,5,2342,Adventure Sports,Airline Miles,Medium,13348,9576,2893,4127,Adult,High,10135
Mumbai,Mumbai,Flight,Homestay,Vegetarian,Cultural Events,Work,15,Monsoon,May,5,1896,Wildlife,Airline Miles,High,1782,11754,4600,7383,Youth,High,44810
Kolkata,Varanasi,Train,Homestay,Vegetarian,Trekking,Work,4,Autumn,March,1,2881,Religious Sites,Hotel Membership,Medium,11326,14526,3535,6016,Adult,High,5522
Delhi,Rajasthan,Train,Hotel,Non-Vegetarian,Sightseeing,Leisure,7,Autumn,May,4,312,Wildlife,None,High,4342,16121,3230,6946,Adult,High,23228
Bangalore,Bangalore,Car,Hostel,Local Cuisine,Relaxation,Pilgrimage,13,Winter,September,4,373,Adventure Sports,Airline Miles,Low,6361,13994,3677,4125,Youth,Low,49403
Delhi,Delhi,Bus,Hotel,Non-Vegetarian,Shopping,Work,6,Summer,January,2,848,Adventure Sports,None,Medium,4800,15770,3905,8764,Senior,High,31699
Kolkata,Kolkata,Flight,Hotel,Local Cuisine,Trekking,Pilgrimage,9,Summer,November,1,2698,Adventure Sports,None,High,14786,11437,978,3042,Youth,High,43179
Delhi,Shimla,Flight,Hostel,Non-Vegetarian,Relaxation,Pilgrimage,9,Summer,August,3,703,Beaches,None,High,3202,11819,3787,9898,Youth,Low,30614
Delhi,Delhi,Flight,Hostel,Vegetarian,Trekking,Work,7,Autumn,February,6,2885,Religious Sites,Airline Miles,Low,10993,12382,3082,4581,Senior,Low,31757
Delhi,Rajasthan,Bus,Homestay,Non-Vegetarian,Sightseeing,Leisure,5,Monsoon,August,2,1012,Adventure Sports,Hotel Membership,High,14099,1536,1244,7941,Senior,Low,20127
Delhi,Rajasthan,Train,Homestay,Vegetarian,Shopping,Leisure,10,Autumn,December,1,2000,Adventure Sports,Hotel Membership,Medium,6894,18747,2362,9295,Adult,Low,32104
Kolkata,Varanasi,Train,Homestay,Vegetarian,Trekking,Work,8,Monsoon,July,4,2236,Wildlife,Airline Miles,High,8395,19789,1125,3552,Youth,Low,44242
Bangalore,Kerala,Flight,Hotel,Vegetarian,Relaxation,Adventure,11,Monsoon,December,5,1753,Religious Sites,Airline Miles,High,6775,4393,2562,6315,Youth,High,7750
Delhi,Shimla,Flight,Resort,Vegetarian,Trekking,Work,5,Monsoon,April,2,2333,Beaches,Airline Miles,Medium,3886,13349,3125,4770,Senior,High,37258
Kolkata,Kolkata,Train,Hostel,Vegetarian,Relaxation,Work,6,Monsoon,August,1,1298,Historical Sites,None,Low,12192,13370,4657,6223,Youth,High,23998
Delhi,Shimla,Train,Resort,Budget Meals,Shopping,Work,9,Summer,March,5,1346,Adventure Sports,Hotel Membership,High,6876,19587,1758,787,Adult,Low,32992
Kolkata,Kolkata,Bus,Hotel,Non-Vegetarian,Relaxation,Work,3,Summer,March,5,1220,Adventure Sports,Hotel Membership,Low,12487,14180,2405,7641,Youth,Middle,47868
Delhi,Rajasthan,Car,Hostel,Local Cuisine,Trekking,Leisure,9,Monsoon,November,3,2603,Historical Sites,Airline Miles,Low,13456,2325,857,4966,Senior,High,29705
Delhi,Delhi,Train,Hotel,Vegetarian,Trekking,Work,4,Monsoon,December,3,2144,Wildlife,Travel Discounts,Medium,1138,4407,1398,9197,Adult,Middle,16330
Delhi,Jaipur,Flight,Resort,Local Cuisine,Shopping,Work,13,Autumn,March,5,2108,Shopping,Hotel Membership,Medium,11449,14163,2808,7042,Senior,Middle,5062
Bangalore,Kerala,Car,Hostel,Non-Vegetarian,Shopping,Work,4,Autumn,March,2,357,Historical Sites,Airline Miles,Medium,9714,8109,1423,5110,Senior,Middle,45010
Delhi,Jaipur,Flight,Hotel,Budget Meals,Relaxation,Adventure,5,Monsoon,October,6,2207,Wildlife,None,Medium,7918,14429,671,3254,Senior,Low,31624
Mumbai,Goa,Flight,Homestay,Non-Vegetarian,Trekking,Pilgrimage,6,Summer,February,1,1367,Beaches,None,Low,12290,6303,3923,3300,Senior,High,40649
Bangalore,Bangalore,Flight,Hotel,Budget Meals,Cultural Events,Adventure,5,Summer,April,2,2326,Shopping,None,Medium,11403,4737,4942,7094,Youth,Middle,34975
Kolkata,Varanasi,Flight,Hostel,Budget Meals,Relaxation,Pilgrimage,15,Winter,April,2,2769,Beaches,Hotel Membership,Medium,13077,3074,4828,8313,Adult,High,12121
Mumbai,Goa,Car,Resort,Budget Meals,Cultural Events,Leisure,13,Monsoon,October,2,75,Beaches,Travel Discounts,Medium,9243,4626,3386,7364,Senior,High,7847
Delhi,Delhi,Bus,Homestay,Budget Meals,Trekking,Leisure,14,Autumn,July,3,2900,Beaches,Airline Miles,Medium,4344,11094,4655,9765,Youth,Middle,14874
Delhi,Shimla,Train,Homestay,Budget Meals,Sightseeing,Adventure,14,Winter,August,3,2619,Wildlife,None,Low,11137,13987,4468,853,Senior,Low,24520
Delhi,Jaipur,Car,Homestay,Budget Meals,Shopping,Pilgrimage,13,Monsoon,July,3,358,Historical Sites,Travel Discounts,Low,6625,7758,3765,9288,Senior,Low,45488
Kolkata,Kolkata,Bus,Hotel,Local Cuisine,Shopping,Pilgrimage,3,Autumn,January,3,750,Beaches,Travel Discounts,Medium,10058,3005,648,9418,Youth,Middle,44644
Delhi,Jaipur,Bus,Homestay,Vegetarian,Trekking,Leisure,11,Summer,November,1,1401,Shopping,Hotel Membership,High,10065,12391,3907,4375,Youth,Low,40364
Kolkata,Varanasi,Bus,Hotel,Vegetarian,Sightseeing,Work,3,Autumn,November,4,467,Historical Sites,Hotel Membership,High,14524,15361,4934,5320,Adult,Middle,49542
Bangalore,Bangalore,Flight,Resort,Vegetarian,Sightseeing,Adventure,5,Winter,January,1,2634,Adventure Sports,Hotel Membership,Medium,5129,5309,854,6945,Adult,Middle,32161
Delhi,Shimla,Car,Resort,Local Cuisine,Trekking,Pilgrimage,3,Summer,February,3,1459,Beaches,Airline Miles,Low,1129,11871,2432,4030,Senior,High,29761
Mumbai,Mumbai,Car,Hotel,Local Cuisine,Cultural Events,Pilgrimage,10,Monsoon,November,3,1575,Adventure Sports,Hotel Membership,Medium,14605,3681,1623,5209,Adult,High,30480
Delhi,Shimla,Train,Hotel,Non-Vegetarian,Relaxation,Leisure,3,Summer,November,2,424,Beaches,Travel Discounts,Medium,13655,9870,4891,9438,Senior,Low,21327
Bangalore,Bangalore,Bus,Homestay,Local Cuisine,Relaxation,Pilgrimage,5,Monsoon,March,6,1468,Historical Sites,Travel Discounts,Low,2376,15700,1045,1396,Adult,Low,16858
Delhi,Jaipur,Flight,Homestay,Local Cuisine,Relaxation,Leisure,7,Monsoon,May,4,993,Adventure Sports,None,High,6839,10839,4263,3767,Adult,Middle,34375
Bangalore,Bangalore,Train,Hotel,Local Cuisine,Trekking,Adventure,11,Summer,April,1,2220,Historical Sites,Travel Discounts,Low,8773,17581,4882,3368,Senior,Low,40016
Delhi,Shimla,Train,Resort,Budget Meals,Trekking,Leisure,7,Summer,June,6,306,Historical Sites,Airline Miles,Low,4709,16814,4693,1319,Youth,High,41362
Bangalore,Bangalore,Flight,Homestay,Budget Meals,Cultural Events,Work,7,Autumn,February,6,2012,Beaches,Hotel Membership,High,14330,13977,1618,9930,Adult,Middle,23298
Kolkata,Kolkata,Bus,Homestay,Vegetarian,Relaxation,Leisure,14,Winter,September,5,2319,Beaches,Hotel Membership,High,12538,3784,4926,7210,Senior,High,7420
Mumbai,Mumbai,Bus,Hostel,Local Cuisine,Cultural Events,Pilgrimage,14,Monsoon,October,6,2569,Religious Sites,Hotel Membership,High,9492,4642,920,3435,Youth,Low,38724
Kolkata,Varanasi,Car,Hotel,Non-Vegetarian,Shopping,Work,13,Winter,August,1,1394,Adventure Sports,Travel Discounts,Low,7409,18149,1358,1859,Youth,High,44874
Delhi,Delhi,Flight,Hostel,Local Cuisine,Cultural Events,Leisure,15,Summer,October,4,2256,Adventure Sports,None,Medium,10455,2539,3534,5671,Youth,High,10368
Kolkata,Kolkata,Car,Hostel,Non-Vegetarian,Shopping,Leisure,13,Winter,December,4,98,Beaches,None,High,13898,3615,585,4573,Senior,Low,48056
Bangalore,Bangalore,Car,Homestay,Non-Vegetarian,Shopping,Pilgrimage,4,Autumn,January,5,291,Wildlife,Hotel Membership,High,5904,7952,4276,3884,Adult,Low,20948
Delhi,Shimla,Car,Hostel,Budget Meals,Cultural Events,Work,10,Monsoon,September,6,2505,Beaches,None,Medium,9921,11543,4024,1980,Adult,High,10168
Mumbai,Mumbai,Car,Hostel,Vegetarian,Shopping,Adventure,9,Autumn,October,2,1512,Historical Sites,None,High,14735,17648,2465,8225,Adult,Low,20689
Kolkata,Varanasi,Flight,Hostel,Budget Meals,Cultural Events,Adventure,3,Monsoon,March,5,386,Adventure Sports,None,Low,8566,11594,2177,5984,Senior,High,27486
Mumbai,Mumbai,Car,Homestay,Vegetarian,Shopping,Leisure,3,Winter,March,4,926,Beaches,Airline Miles,High,5313,9492,2716,7926,Youth,High,17380
Bangalore,Bangalore,Train,Homestay,Non-Vegetarian,Sightseeing,Adventure,12,Autumn,July,3,2897,Beaches,Hotel Membership,Medium,2833,8770,3192,9308,Senior,Middle,7942
Delhi,Rajasthan,Car,Hotel,Budget Meals,Shopping,Work,3,Winter,February,4,1159,Adventure Sports,Airline Miles,Medium,8261,12768,4694,4144,Senior,Low,47061
Delhi,Delhi,Car,Homestay,Budget Meals,Cultural Events,Leisure,7,Winter,October,1,2600,Beaches,Airline Miles,High,6712,9667,1866,1147,Adult,Low,11179
Delhi,Rajasthan,Train,Hotel,Vegetarian,Shopping,Adventure,10,Monsoon,May,1,130,Shopping,Airline Miles,Medium,13792,8870,1116,1474,Senior,Middle,13778
Bangalore,Bangalore,Bus,Hotel,Non-Vegetarian,Trekking,Pilgrimage,11,Autumn,March,6,1646,Beaches,Travel Discounts,High,4039,10490,614,4842,Senior,High,35514
Delhi,Delhi,Train,Resort,Vegetarian,Sightseeing,Leisure,3,Autumn,September,4,456,Historical Sites,Travel Discounts,Low,3782,2837,1740,1075,Youth,High,17610
Delhi,Shimla,Train,Resort,Budget Meals,Trekking,Leisure,12,Autumn,September,5,177,Religious Sites,None,High,3237,11929,600,925,Adult,Low,28618
Bangalore,Bangalore,Car,Hotel,Non-Vegetarian,Sightseeing,Adventure,5,Winter,April,5,1609,Historical Sites,Airline Miles,High,14177,9319,3090,5076,Senior,Middle,15501
Bangalore,Kerala,Car,Hotel,Non-Vegetarian,Relaxation,Leisure,10,Monsoon,May,2,1717,Beaches,Hotel Membership,High,11615,14019,626,2860,Adult,Low,5412
Delhi,Delhi,Bus,Hotel,Non-Vegetarian,Sightseeing,Pilgrimage,7,Summer,July,5,142,Religious Sites,Airline Miles,Medium,7700,3585,4314,5416,Senior,High,34234
